NEGERI,PPD,PUSAT,SEMESTER,BIDANG,PAKEJ MATA PELAJARAN
JOHOR,JOHOR BAHRU,SMK SULTAN ISMAIL,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO"
JOHOR,JOHOR BAHRU,SMK SULTAN ISMAIL,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO"
JOHOR,JOHOR BAHRU,SMK SULTAN ISMAIL,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, EKO"
JOHOR,JOHOR BAHRU,SMK TASEK UTARA,SEMESTER 1,SAINS,"BI (MUET), PA, BIO, CHE, MT, SEMESTER 1, SAINS, BI (MUET), PA, PHY, CHE, MT, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, SEJ, BM, SEMESTER 3, SAINS, BI (MUET), PA, BIO, CHE, MT, SEMESTER 3, SAINS, BI (MUET), PA, PHY, CHE, MT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, SEJ, BM"
JOHOR,JOHOR BAHRU,SMK TASEK UTARA,SEMESTER 1,SAINS,"BI (MUET), PA, PHY, CHE, MT, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, SEJ, BM, SEMESTER 3, SAINS, BI (MUET), PA, BIO, CHE, MT, SEMESTER 3, SAINS, BI (MUET), PA, PHY, CHE, MT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, SEJ, BM"
JOHOR,JOHOR BAHRU,SMK TASEK UTARA,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, SEJ, BM, SEMESTER 3, SAINS, BI (MUET), PA, BIO, CHE, MT, SEMESTER 3, SAINS, BI (MUET), PA, PHY, CHE, MT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, SEJ, BM"
JOHOR,JOHOR BAHRU,SMK TASEK UTARA,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, EKO, SEJ, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, SEJ, BM, SEMESTER 3, SAINS, BI (MUET), PA, BIO, CHE, MT, SEMESTER 3, SAINS, BI (MUET), PA, PHY, CHE, MT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, SEJ, BM"
JOHOR,JOHOR BAHRU,SMK TASEK UTARA,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, PP, SEJ, BM, SEMESTER 3, SAINS, BI (MUET), PA, BIO, CHE, MT, SEMESTER 3, SAINS, BI (MUET), PA, PHY, CHE, MT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, SEJ, BM"
JOHOR,JOHOR BAHRU,SMK TASEK UTARA,SEMESTER 3,SAINS,"BI (MUET), PA, BIO, CHE, MT, SEMESTER 3, SAINS, BI (MUET), PA, PHY, CHE, MT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, SEJ, BM"
JOHOR,JOHOR BAHRU,SMK TASEK UTARA,SEMESTER 3,SAINS,"BI (MUET), PA, PHY, CHE, MT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, SEJ, BM"
JOHOR,JOHOR BAHRU,SMK TASEK UTARA,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, SEJ, BM"
JOHOR,JOHOR BAHRU,SMK TASEK UTARA,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, EKO, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, SEJ, BM"
JOHOR,JOHOR BAHRU,SMK TASEK UTARA,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, PP, SEJ, BM"
JOHOR,JOHOR BAHRU,SMK SKUDAI,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, EKO, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP"
JOHOR,JOHOR BAHRU,SMK SKUDAI,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP"
JOHOR,JOHOR BAHRU,SMK SKUDAI,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP"
JOHOR,JOHOR BAHRU,SMK SKUDAI,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, PP"
JOHOR,JOHOR BAHRU,SMK MUTIARA RINI,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, EKO, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SV, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, GEO, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, EKO, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SV, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, GEO, EKO, PP"
JOHOR,JOHOR BAHRU,SMK MUTIARA RINI,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SV, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, GEO, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, EKO, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SV, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, GEO, EKO, PP"
JOHOR,JOHOR BAHRU,SMK MUTIARA RINI,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, GEO, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, EKO, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SV, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, GEO, EKO, PP"
JOHOR,JOHOR BAHRU,SMK MUTIARA RINI,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, EKO, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SV, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, GEO, EKO, PP"
JOHOR,JOHOR BAHRU,SMK MUTIARA RINI,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SV, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, GEO, EKO, PP"
JOHOR,JOHOR BAHRU,SMK MUTIARA RINI,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, GEO, EKO, PP"
JOHOR,JOHOR BAHRU,MAKTAB SULTAN ABU BAKAR,SEMESTER 1,SAINS,"BI (MUET), PA, CHE, MT, BIO, SEMESTER 1, SAINS, BI (MUET), PA, CHE, MT, PHY, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, EKO, GEO, SEMESTER 3, SAINS, BI (MUET), PA, CHE, MT, BIO, SEMESTER 3, SAINS, BI (MUET), PA, CHE, MT, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, GEO"
JOHOR,JOHOR BAHRU,MAKTAB SULTAN ABU BAKAR,SEMESTER 1,SAINS,"BI (MUET), PA, CHE, MT, PHY, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, EKO, GEO, SEMESTER 3, SAINS, BI (MUET), PA, CHE, MT, BIO, SEMESTER 3, SAINS, BI (MUET), PA, CHE, MT, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, GEO"
JOHOR,JOHOR BAHRU,MAKTAB SULTAN ABU BAKAR,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, EKO, GEO, SEMESTER 3, SAINS, BI (MUET), PA, CHE, MT, BIO, SEMESTER 3, SAINS, BI (MUET), PA, CHE, MT, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, GEO"
JOHOR,JOHOR BAHRU,MAKTAB SULTAN ABU BAKAR,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, EKO, SEJ, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, EKO, GEO, SEMESTER 3, SAINS, BI (MUET), PA, CHE, MT, BIO, SEMESTER 3, SAINS, BI (MUET), PA, CHE, MT, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, GEO"
JOHOR,JOHOR BAHRU,MAKTAB SULTAN ABU BAKAR,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, PP, EKO, GEO, SEMESTER 3, SAINS, BI (MUET), PA, CHE, MT, BIO, SEMESTER 3, SAINS, BI (MUET), PA, CHE, MT, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, GEO"
JOHOR,JOHOR BAHRU,MAKTAB SULTAN ABU BAKAR,SEMESTER 3,SAINS,"BI (MUET), PA, CHE, MT, BIO, SEMESTER 3, SAINS, BI (MUET), PA, CHE, MT, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, GEO"
JOHOR,JOHOR BAHRU,MAKTAB SULTAN ABU BAKAR,SEMESTER 3,SAINS,"BI (MUET), PA, CHE, MT, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, GEO"
JOHOR,JOHOR BAHRU,MAKTAB SULTAN ABU BAKAR,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, GEO"
JOHOR,JOHOR BAHRU,MAKTAB SULTAN ABU BAKAR,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, EKO, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, GEO"
JOHOR,JOHOR BAHRU,MAKTAB SULTAN ABU BAKAR,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, PP, EKO, GEO"
JOHOR,JOHOR BAHRU,SMK DATO JAAFAR,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, BIO, SEMESTER 1, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PAKN, MM, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, PP, EKO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PAKN, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, PP, EKO, TIADA KELAS, SAINS SOSIAL, BI (MUET), PA, PAKN, PP, EKO"
JOHOR,JOHOR BAHRU,SMK DATO JAAFAR,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, PHY, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PAKN, MM, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, PP, EKO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PAKN, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, PP, EKO, TIADA KELAS, SAINS SOSIAL, BI (MUET), PA, PAKN, PP, EKO"
JOHOR,JOHOR BAHRU,SMK DATO JAAFAR,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, EKO, PAKN, MM, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, PP, EKO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PAKN, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, PP, EKO, TIADA KELAS, SAINS SOSIAL, BI (MUET), PA, PAKN, PP, EKO"
JOHOR,JOHOR BAHRU,SMK DATO JAAFAR,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, EKO, PP, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, PP, EKO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PAKN, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, PP, EKO, TIADA KELAS, SAINS SOSIAL, BI (MUET), PA, PAKN, PP, EKO"
JOHOR,JOHOR BAHRU,SMK DATO JAAFAR,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, EKO, PP, PAKN, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, PP, EKO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PAKN, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, PP, EKO, TIADA KELAS, SAINS SOSIAL, BI (MUET), PA, PAKN, PP, EKO"
JOHOR,JOHOR BAHRU,SMK DATO JAAFAR,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, SEJ, PP, EKO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PAKN, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, PP, EKO, TIADA KELAS, SAINS SOSIAL, BI (MUET), PA, PAKN, PP, EKO"
JOHOR,JOHOR BAHRU,SMK DATO JAAFAR,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PAKN, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, PP, EKO, TIADA KELAS, SAINS SOSIAL, BI (MUET), PA, PAKN, PP, EKO"
JOHOR,JOHOR BAHRU,SMK DATO JAAFAR,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PAKN, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, PP, EKO, TIADA KELAS, SAINS SOSIAL, BI (MUET), PA, PAKN, PP, EKO"
JOHOR,JOHOR BAHRU,SMK DATO JAAFAR,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, EKO, PAKN, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, PP, EKO, TIADA KELAS, SAINS SOSIAL, BI (MUET), PA, PAKN, PP, EKO"
JOHOR,JOHOR BAHRU,SMK DATO JAAFAR,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, EKO, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, PP, EKO, TIADA KELAS, SAINS SOSIAL, BI (MUET), PA, PAKN, PP, EKO"
JOHOR,JOHOR BAHRU,SMK DATO JAAFAR,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, EKO, PP, PAKN, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, PP, EKO, TIADA KELAS, SAINS SOSIAL, BI (MUET), PA, PAKN, PP, EKO"
JOHOR,JOHOR BAHRU,SMK DATO JAAFAR,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, SEJ, PP, EKO, TIADA KELAS, SAINS SOSIAL, BI (MUET), PA, PAKN, PP, EKO"
JOHOR,JOHOR BAHRU,SMK DATO JAAFAR,TIADA KELAS,SAINS SOSIAL,"BI (MUET), PA, PAKN, PP, EKO"
JOHOR,JOHOR BAHRU,SMK AMINUDIN BAKI,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, GEO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, EKO, PP"
JOHOR,JOHOR BAHRU,SMK AMINUDIN BAKI,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, EKO, PP"
JOHOR,JOHOR BAHRU,SMK AMINUDIN BAKI,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, EKO, PP"
JOHOR,JOHOR BAHRU,SMK AMINUDIN BAKI,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, SEJ, EKO, PP"
JOHOR,JOHOR BAHRU,SMK GELANG PATAH,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, GEO, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO"
JOHOR,JOHOR BAHRU,SMK GELANG PATAH,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO"
JOHOR,JOHOR BAHRU,SMK GELANG PATAH,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, GEO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO"
JOHOR,JOHOR BAHRU,SMK GELANG PATAH,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, PP, EKO"
JOHOR,KLUANG,SMK SULTAN ABDUL JALIL,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, PP, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SS, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, BM, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, GEO, PP, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, PP, BM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, BM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, GEO, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, PP, BM"
JOHOR,KLUANG,SMK SULTAN ABDUL JALIL,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, PP, SS, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, BM, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, GEO, PP, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, PP, BM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, BM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, GEO, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, PP, BM"
JOHOR,KLUANG,SMK SULTAN ABDUL JALIL,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, PP, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, BM, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, GEO, PP, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, PP, BM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, BM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, GEO, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, PP, BM"
